ProjectID,Year,Region,ProjectType,TotalSpending,PrePlanningSpending,DesignSpending,ConstructionSpending,ProjectDuration,NumberOfStakeholders,QualityAssuranceScore,RiskLevel,ComplianceStatus,NumberOfChangeOrders,NumberOfInspections
PROJ01633,2020,Norte,Infraestructura,100000000.0,13189751.81,12353300.32,74456947.87,57,11,1,Bajo,Cumplido,2,3
PROJ01634,2016,Oeste,Infraestructura,2347591.27,279378.98,394893.86,1673318.4300000002,55,41,2,Medio,Cumplido,2,13
PROJ01635,2020,Este,Infraestructura,100000000.0,9393221.36,10110026.53,80496752.11,20,49,2,Medio,No Cumplido,3,5
PROJ01636,2016,Sur,Industrial,100000000.0,5426513.82,19109535.99,75463950.19000001,38,25,5,Bajo,Cumplido,4,10
PROJ01637,2017,Norte,Salud,14111140.22,1706773.69,2592698.22,9811668.31,12,48,2,Bajo,Cumplido,4,9
PROJ01638,2018,Norte,Infraestructura,100000000.0,10676751.56,17172164.68,72151083.75999999,19,13,7,Medio,Cumplido,1,13
PROJ01639,2015,Este,Infraestructura,28053480.07,2707420.43,4326878.17,21019181.47,12,25,1,Alto,Cumplido,4,1
PROJ01640,2018,Oeste,Residencial,81123380.4,11974854.96,10539620.61,58608904.83,16,13,7,Alto,Cumplido,2,8
PROJ01641,2015,Centro,Residencial,15852381.06,1979001.06,3092330.74,10781049.26,48,7,8,Bajo,Cumplido,7,5
PROJ01642,2016,Este,Residencial,24891152.14,2103306.6,3143133.27,19644712.27,59,40,9,Bajo,No Cumplido,2,2
PROJ01643,2017,Oeste,Infraestructura,100000000.0,8406046.95,13859650.1,77734302.95,42,18,4,Bajo,Cumplido,1,8
PROJ01644,2017,Sur,Industrial,23478824.42,2617160.56,3827951.54,17033712.320000004,24,46,3,Bajo,Cumplido,3,8
PROJ01645,2018,Oeste,Industrial,21156525.06,1385509.31,2880353.3,16890662.45,26,17,4,Medio,Cumplido,3,2
PROJ01646,2019,Centro,Industrial,28215243.07,2938359.67,4317174.68,20959708.72,12,50,2,Medio,Cumplido,3,9
PROJ01647,2020,Oeste,Comercial,6160944.01,651671.66,1141325.07,4367947.279999999,59,27,8,Bajo,Cumplido,5,3
PROJ01648,2023,Oeste,Infraestructura,39900550.56,4624779.88,6069220.62,29206550.06,29,9,5,Medio,Cumplido,2,2
PROJ01649,2020,Este,Educación,30264264.47,4090677.58,4254453.78,21919133.11,33,47,5,Bajo,Cumplido,1,3
PROJ01650,2016,Centro,Residencial,6661066.01,772357.5,1049564.58,4839143.93,25,47,3,Medio,Cumplido,6,15
PROJ01651,2021,Centro,Industrial,99444665.92,13958578.96,12979361.88,72506725.08000001,52,45,5,Bajo,Cumplido,2,6
PROJ01652,2016,Norte,Infraestructura,100000000.0,5211527.23,19860155.09,74928317.67999999,39,50,5,Medio,Cumplido,4,8
PROJ01653,2021,Norte,Residencial,100000000.0,11057957.82,10929902.4,78012139.78,47,48,5,Bajo,Cumplido,2,8
PROJ01654,2016,Sur,Residencial,71510721.19,3797459.96,10968021.76,56745239.470000006,38,37,6,Medio,Cumplido,1,11
PROJ01655,2020,Sur,Infraestructura,61072617.45,8188452.31,11320246.75,41563918.39,34,10,5,Alto,Cumplido,0,2
PROJ01656,2021,Centro,Comercial,19304622.06,1210289.78,2493557.4,15600774.879999997,36,48,1,Medio,Cumplido,2,14
PROJ01657,2017,Oeste,Salud,100000000.0,9925281.76,17180824.52,72893893.72,37,13,2,Bajo,Cumplido,2,2
PROJ01658,2017,Norte,Residencial,13641918.78,828493.69,2715004.82,10098420.27,39,5,9,Bajo,Cumplido,1,4
PROJ01659,2017,Sur,Industrial,38390107.92,4387959.83,4285245.89,29716902.200000003,28,33,4,Bajo,No Cumplido,5,15
PROJ01660,2023,Centro,Salud,38329050.42,4019842.63,5330804.72,28978403.07,17,29,1,Bajo,Cumplido,3,8
PROJ01661,2021,Oeste,Comercial,100000000.0,5399472.9,12948555.12,81651971.97999999,29,25,9,Alto,Cumplido,2,6
PROJ01662,2018,Este,Industrial,7776912.66,972718.71,1128100.09,5676093.86,47,16,1,Medio,Cumplido,3,6
PROJ01663,2019,Oeste,Infraestructura,63312963.33,6532207.12,6664009.35,50116746.86,44,6,8,Medio,No Cumplido,2,1
PROJ01664,2016,Norte,Residencial,3636858.57,346546.74,535125.71,2755186.12,31,30,5,Alto,Cumplido,2,12
PROJ01665,2021,Oeste,Residencial,3781166.44,526978.04,637415.38,2616773.02,44,42,4,Bajo,Cumplido,2,3
PROJ01666,2021,Norte,Residencial,1569651.22,201613.56,231156.84,1136880.8199999998,41,37,5,Alto,No Cumplido,3,7
PROJ01667,2023,Este,Comercial,12674086.3,1738441.62,1719501.73,9216142.95,30,16,10,Bajo,Cumplido,3,8
PROJ01668,2023,Oeste,Residencial,100000000.0,7042245.54,15757195.33,77200559.13,34,10,7,Medio,Cumplido,1,11
PROJ01669,2023,Este,Salud,34714538.41,3439986.18,3510937.38,27763614.849999998,60,21,4,Alto,Cumplido,4,14
PROJ01670,2020,Norte,Industrial,100000000.0,8688460.11,13899687.19,77411852.7,17,45,2,Bajo,Cumplido,3,9
PROJ01671,2017,Norte,Residencial,94995485.97,7775269.86,18222372.11,68997844.0,31,17,7,Bajo,Cumplido,1,7
PROJ01672,2017,Norte,Educación,20797855.6,1667776.7,2175734.5,16954344.400000002,41,28,3,Alto,Cumplido,1,14
PROJ01673,2020,Centro,Industrial,68513874.36,5362657.71,10386659.91,52764556.739999995,56,48,9,Bajo,Cumplido,4,8
PROJ01674,2020,Norte,Infraestructura,52972394.59,5869959.66,7993396.2,39109038.730000004,50,30,5,Bajo,Cumplido,2,1
PROJ01675,2019,Sur,Industrial,100000000.0,10500180.77,11589385.79,77910433.44,55,45,9,Bajo,Cumplido,4,15
PROJ01676,2016,Oeste,Industrial,100000000.0,5615505.74,10979303.67,83405190.59,19,47,3,Bajo,Cumplido,3,9
PROJ01677,2016,Centro,Infraestructura,12999366.6,1055191.46,1840584.31,10103590.83,41,6,5,Bajo,Cumplido,4,8
PROJ01678,2023,Este,Educación,100000000.0,8513608.78,15489743.44,75996647.78,18,30,4,Bajo,Cumplido,4,4
PROJ01679,2023,Este,Residencial,11528854.6,707326.21,1703554.62,9117973.77,22,27,4,Bajo,Cumplido,4,8
PROJ01680,2018,Sur,Comercial,7297218.32,771568.03,773742.14,5751908.15,48,6,1,Bajo,Cumplido,3,10
PROJ01681,2015,Oeste,Residencial,100000000.0,12150437.18,18047667.47,69801895.35,58,18,6,Bajo,Cumplido,3,3
PROJ01682,2017,Sur,Salud,2189046.69,139225.97,423625.94,1626194.78,60,26,8,Bajo,No Cumplido,3,3
PROJ01683,2018,Oeste,Comercial,7614893.73,566327.33,1426459.52,5622106.880000001,22,43,5,Bajo,Cumplido,1,1
PROJ01684,2021,Este,Educación,100000000.0,9876262.94,15145671.86,74978065.2,33,40,2,Bajo,Cumplido,0,10
PROJ01685,2019,Sur,Infraestructura,5870244.27,396513.01,1124742.22,4348989.04,33,37,9,Alto,Cumplido,3,4
PROJ01686,2022,Este,Infraestructura,100000000.0,13897817.71,17259804.39,68842377.89999999,47,20,6,Alto,Cumplido,4,15
PROJ01687,2020,Oeste,Residencial,26536772.34,2116905.23,3835094.49,20584772.619999997,41,12,7,Medio,Cumplido,0,10
PROJ01688,2020,Sur,Residencial,49938002.11,6283376.01,9985525.85,33669100.25,46,14,6,Bajo,No Cumplido,1,12
PROJ01689,2018,Sur,Residencial,10552138.06,1074136.78,1136532.81,8341468.470000001,40,14,4,Alto,Cumplido,1,2
PROJ01690,2023,Centro,Infraestructura,21167013.4,2326480.0,3238171.8,15602361.599999998,13,30,5,Alto,Cumplido,3,10
PROJ01691,2022,Centro,Comercial,100000000.0,12047807.63,11350156.86,76602035.51,60,32,6,Medio,Cumplido,2,9
PROJ01692,2016,Oeste,Industrial,100000000.0,6802516.4,11070276.86,82127206.74,25,29,5,Bajo,Cumplido,2,14
PROJ01693,2022,Oeste,Comercial,100000000.0,10315716.93,12037523.4,77646759.66999999,51,39,2,Bajo,Cumplido,0,12
PROJ01694,2020,Sur,Comercial,4378143.79,329604.04,686710.77,3361828.98,16,50,10,Medio,No Cumplido,3,13
PROJ01695,2019,Centro,Salud,100000000.0,6091230.64,10956845.42,82951923.94,14,29,10,Bajo,Cumplido,7,4
PROJ01696,2015,Oeste,Industrial,100000000.0,13493371.92,11092986.68,75413641.4,21,20,7,Bajo,Cumplido,3,5
PROJ01697,2020,Sur,Industrial,19177339.3,1591433.64,3548871.81,14037033.85,56,7,2,Alto,Cumplido,4,10
PROJ01698,2022,Oeste,Residencial,100000000.0,12679006.06,14193427.86,73127566.08,55,49,9,Medio,Cumplido,4,6
PROJ01699,2023,Norte,Educación,8353270.11,1021654.13,1250290.15,6081325.83,30,9,2,Medio,Cumplido,1,13
PROJ01700,2016,Centro,Infraestructura,100000000.0,10951443.87,12474961.83,76573594.3,16,12,9,Bajo,Cumplido,0,10
PROJ01701,2021,Oeste,Infraestructura,20902200.57,2322537.68,2887009.57,15692653.32,52,30,10,Bajo,Cumplido,3,4
PROJ01702,2021,Este,Residencial,17099343.04,1737070.09,3366219.04,11996053.91,60,19,2,Medio,Cumplido,8,6
PROJ01703,2015,Sur,Comercial,31738137.81,2864048.32,6026228.97,22847860.52,45,34,9,Bajo,Cumplido,4,4
PROJ01704,2017,Sur,Comercial,2328952.97,121879.35,411487.88,1795585.7400000002,48,26,5,Bajo,Cumplido,5,9
PROJ01705,2023,Centro,Educación,23986604.19,2624421.06,2435092.12,18927091.01,56,17,5,Bajo,Cumplido,2,5
PROJ01706,2021,Centro,Infraestructura,10669449.19,1117179.59,1651080.09,7901189.51,48,23,8,Alto,Cumplido,1,5
PROJ01707,2021,Sur,Infraestructura,96840607.04,11816800.22,17517861.51,67505945.31,49,16,4,Medio,Cumplido,2,4
PROJ01708,2018,Oeste,Educación,100000000.0,7452530.46,19884277.64,72663191.9,50,42,4,Alto,Cumplido,7,10
PROJ01709,2019,Centro,Infraestructura,29758945.56,2846768.74,5237253.77,21674923.05,27,16,3,Bajo,Cumplido,3,4
PROJ01710,2019,Centro,Infraestructura,62855688.6,7730919.6,11019401.61,44105367.39,24,6,6,Medio,Cumplido,2,4
PROJ01711,2019,Sur,Residencial,85439290.62,11539038.6,8922648.88,64977603.14000001,52,20,9,Alto,Cumplido,5,9
PROJ01712,2016,Sur,Salud,82213424.53,8417023.29,15927758.51,57868642.73000001,32,21,3,Alto,Cumplido,3,10
PROJ01713,2019,Oeste,Comercial,31542440.82,3511111.32,3777018.31,24254311.19,28,32,10,Alto,Cumplido,6,12
PROJ01714,2018,Sur,Educación,100000000.0,7778356.78,13750006.19,78471637.03,29,18,5,Bajo,Cumplido,6,12
PROJ01715,2023,Norte,Salud,12834834.69,1224086.03,2377586.38,9233162.280000001,38,44,8,Alto,Cumplido,2,2
PROJ01716,2017,Oeste,Comercial,100000000.0,9961744.8,16977234.99,73061020.21000001,49,36,4,Bajo,Cumplido,1,6
PROJ01717,2016,Este,Residencial,65422132.47,4206421.02,11544662.83,49671048.620000005,58,41,3,Medio,Cumplido,2,8
PROJ01718,2022,Oeste,Educación,57768340.92,3287935.41,9171221.25,45309184.260000005,53,14,3,Medio,Cumplido,7,8
PROJ01719,2023,Norte,Infraestructura,100000000.0,6858097.94,12398271.53,80743630.53,56,44,4,Bajo,Cumplido,4,6
PROJ01720,2018,Este,Infraestructura,33254017.78,4437620.19,6449762.57,22366635.02,55,22,2,Bajo,Cumplido,3,6
PROJ01721,2018,Oeste,Infraestructura,100000000.0,9795780.92,12100780.63,78103438.45,55,13,7,Bajo,Cumplido,3,5
PROJ01722,2015,Sur,Comercial,10159292.02,628588.23,1061536.86,8469166.93,59,41,5,Bajo,Cumplido,0,10
PROJ01723,2022,Este,Infraestructura,87546709.85,12761536.37,8867728.91,65917444.56999999,44,39,1,Bajo,Cumplido,2,5
PROJ01724,2022,Centro,Infraestructura,96221184.54,6124540.57,11148901.9,78947742.07,33,48,3,Medio,Cumplido,2,8
PROJ01725,2020,Sur,Industrial,54412068.35,5880691.1,9405099.67,39126277.58,60,12,6,Bajo,Cumplido,2,13
PROJ01726,2018,Oeste,Infraestructura,16382741.75,1702767.61,1726465.76,12953508.38,46,40,10,Bajo,Cumplido,3,13
PROJ01727,2022,Sur,Residencial,25668470.2,1822450.0,2722368.25,21123651.95,21,30,10,Bajo,Cumplido,1,2
PROJ01728,2023,Sur,Infraestructura,100000000.0,6335633.69,11896234.3,81768132.01,56,16,9,Medio,Cumplido,2,5
PROJ01729,2020,Sur,Comercial,100000000.0,14207991.05,16963304.01,68828704.94,52,39,9,Medio,Cumplido,0,1
PROJ01730,2020,Centro,Comercial,100000000.0,6233131.74,18909705.1,74857163.16,41,28,7,Bajo,Cumplido,4,3
PROJ01731,2016,Sur,Educación,100000000.0,7940820.97,19662793.97,72396385.06,40,44,2,Medio,Cumplido,4,3
PROJ01732,2022,Centro,Industrial,28474107.46,3004568.62,4913585.21,20555953.63,19,22,6,Bajo,Cumplido,2,10
PROJ01733,2021,Oeste,Educación,100000000.0,12016335.91,19219549.67,68764114.42,35,26,9,Bajo,Cumplido,4,8
PROJ01734,2016,Norte,Residencial,23821363.56,1874021.87,3692488.43,18254853.259999998,14,31,3,Medio,No Cumplido,2,10
PROJ01735,2023,Centro,Infraestructura,74573167.04,4006040.15,11607143.2,58959983.69,22,16,1,Medio,Cumplido,2,9
PROJ01736,2016,Sur,Residencial,100000000.0,11247817.02,17918679.34,70833503.64,37,39,1,Alto,Cumplido,3,7
PROJ01737,2017,Centro,Residencial,5644127.16,588544.62,735658.96,4319923.58,33,7,3,Bajo,Cumplido,4,1
PROJ01738,2015,Este,Residencial,6722381.57,374899.36,960764.24,5386717.97,52,14,3,Medio,Cumplido,2,5
PROJ01739,2017,Oeste,Salud,29472564.54,3108048.88,4646041.33,21718474.33,18,41,9,Bajo,Cumplido,5,8
PROJ01740,2019,Sur,Residencial,100000000.0,8272051.47,10620215.82,81107732.71000001,30,6,10,Medio,Cumplido,3,1
PROJ01741,2019,Este,Comercial,35472733.52,4648377.78,5263035.88,25561319.860000003,28,14,5,Bajo,Cumplido,3,14
PROJ01742,2023,Este,Educación,100000000.0,8546239.93,13060122.5,78393637.57,23,48,10,Medio,Cumplido,1,5
PROJ01743,2019,Centro,Infraestructura,8461027.92,898595.89,917766.43,6644665.600000001,57,16,1,Bajo,Cumplido,3,15
PROJ01744,2022,Este,Residencial,9944255.83,1014100.15,1242454.07,7687701.609999999,36,25,1,Medio,Cumplido,5,13
PROJ01745,2020,Sur,Salud,100000000.0,14419720.73,19904943.72,65675335.55,34,10,9,Alto,Cumplido,2,14
PROJ01746,2017,Este,Industrial,42773140.0,4676121.75,7396072.21,30700946.04,15,41,1,Bajo,Cumplido,3,9
PROJ01747,2018,Este,Residencial,50227919.0,5780326.93,8495883.4,35951708.67,55,48,5,Bajo,Cumplido,2,14
PROJ01748,2015,Centro,Residencial,61364228.74,5682288.01,8637619.28,47044321.45,42,24,6,Medio,No Cumplido,4,4
PROJ01749,2022,Sur,Residencial,35902355.79,2282273.2,6370409.74,27249672.849999994,57,12,9,Bajo,Cumplido,1,15
PROJ01750,2021,Norte,Comercial,16292906.78,1581167.04,2993815.92,11717923.819999998,52,40,7,Alto,No Cumplido,3,9
PROJ01751,2023,Oeste,Residencial,100000000.0,12231144.04,10869761.7,76899094.26,19,11,10,Bajo,Cumplido,2,4
PROJ01752,2016,Norte,Industrial,36540017.75,3691094.13,4940702.79,27908220.830000002,14,38,6,Bajo,Cumplido,4,12
PROJ01753,2022,Norte,Educación,25494706.09,2816015.61,4829179.69,17849510.79,41,29,2,Alto,Cumplido,3,3
PROJ01754,2021,Sur,Salud,63657121.73,8259004.57,9062361.06,46335756.099999994,20,8,9,Bajo,Cumplido,8,15
PROJ01755,2023,Sur,Educación,26813428.69,1362869.24,4048422.4,21402137.050000004,41,30,2,Bajo,Cumplido,2,1
PROJ01756,2019,Este,Infraestructura,23915934.6,2519372.91,2793463.59,18603098.1,14,22,1,Alto,Cumplido,2,14
PROJ01757,2018,Oeste,Educación,100000000.0,12177607.61,10890083.23,76932309.16,18,45,3,Medio,Cumplido,6,1
PROJ01758,2020,Centro,Comercial,36218323.11,5323375.65,7068149.69,23826797.77,38,17,1,Bajo,Cumplido,1,4
PROJ01759,2017,Sur,Infraestructura,100000000.0,13468460.81,12101179.31,74430359.88,13,49,6,Medio,Cumplido,4,12
PROJ01760,2015,Sur,Residencial,25902600.2,3307141.58,2940370.72,19655087.9,43,16,9,Alto,Cumplido,3,5
PROJ01761,2016,Este,Residencial,100000000.0,8299872.65,17891950.44,73808176.91,52,13,1,Bajo,No Cumplido,1,9
PROJ01762,2019,Oeste,Educación,100000000.0,9928490.44,10874075.14,79197434.42,55,34,1,Bajo,Cumplido,3,9
PROJ01763,2015,Centro,Industrial,35925136.97,4090054.0,4141845.92,27693237.049999997,54,29,5,Bajo,No Cumplido,1,8
PROJ01764,2020,Oeste,Comercial,44762981.65,6489265.82,8308133.53,29965582.299999997,59,33,6,Bajo,Cumplido,4,14
PROJ01765,2023,Oeste,Residencial,100000000.0,14939356.07,18879511.53,66181132.400000006,25,37,8,Medio,Cumplido,4,14
PROJ01766,2018,Este,Residencial,100000000.0,12918402.76,16537759.9,70543837.33999999,58,24,7,Bajo,Cumplido,1,9
PROJ01767,2016,Norte,Industrial,34132904.32,3771479.46,5699092.08,24662332.78,20,13,2,Medio,Cumplido,5,14
PROJ01768,2020,Sur,Residencial,100000000.0,14958409.48,11614203.04,73427387.47999999,17,30,3,Medio,Cumplido,4,14
PROJ01769,2015,Norte,Comercial,100000000.0,13363268.19,10133161.09,76503570.72,23,21,5,Medio,Cumplido,3,14
PROJ01770,2023,Norte,Residencial,35049644.05,3560777.44,5764876.04,25723990.569999997,43,17,8,Medio,Cumplido,6,9
PROJ01771,2016,Norte,Comercial,13225842.55,1362913.2,2477053.11,9385876.240000002,46,40,1,Bajo,Cumplido,2,6
PROJ01772,2021,Este,Comercial,100000000.0,8203789.54,11027775.68,80768434.78,12,48,2,Alto,Cumplido,0,10
PROJ01773,2022,Centro,Infraestructura,41684950.51,3478736.36,4616664.18,33589549.97,24,44,2,Medio,Cumplido,3,9
PROJ01774,2016,Oeste,Salud,100000000.0,12962924.97,11412829.2,75624245.83,56,40,3,Medio,Cumplido,2,13
PROJ01775,2019,Norte,Infraestructura,6735463.31,471672.31,1191023.56,5072767.4399999995,32,34,5,Bajo,Cumplido,6,1
PROJ01776,2023,Centro,Comercial,27917845.45,2781033.54,5041581.99,20095229.92,26,19,3,Bajo,Cumplido,2,4
PROJ01777,2021,Este,Educación,89189264.97,10359129.8,17789810.03,61040325.14,46,18,3,Medio,No Cumplido,1,3
PROJ01778,2022,Centro,Residencial,13433948.51,1835709.9,2227867.16,9370371.45,41,50,2,Medio,Cumplido,0,5
PROJ01779,2020,Este,Comercial,91781652.83,10889839.46,15240250.5,65651562.870000005,41,15,6,Bajo,Cumplido,2,2
PROJ01780,2022,Oeste,Educación,100000000.0,7259264.9,19116171.07,73624564.03,41,21,4,Medio,Cumplido,2,4
PROJ01781,2023,Sur,Salud,100000000.0,8665033.08,13625091.81,77709875.11,13,8,4,Medio,No Cumplido,0,14
PROJ01782,2020,Sur,Infraestructura,100000000.0,7372772.21,17787122.81,74840104.98,30,26,5,Bajo,Cumplido,0,9
PROJ01783,2016,Oeste,Comercial,16655978.03,1599846.3,2197357.65,12858774.079999998,39,35,7,Medio,Cumplido,3,5
PROJ01784,2019,Este,Residencial,100000000.0,5348227.52,14011441.09,80640331.39,21,32,8,Medio,No Cumplido,8,10
PROJ01785,2022,Sur,Infraestructura,42584888.35,4053736.82,7951414.6,30579736.93,55,44,1,Bajo,Cumplido,2,7
PROJ01786,2023,Norte,Residencial,93110487.45,5666777.2,10828265.28,76615444.97,36,15,9,Bajo,Cumplido,3,4
PROJ01787,2022,Este,Infraestructura,68354140.92,7560737.63,13626620.18,47166783.11,52,37,7,Bajo,Cumplido,6,5
PROJ01788,2022,Sur,Residencial,100000000.0,13153860.5,14915637.77,71930501.73,41,14,5,Alto,Cumplido,2,14
PROJ01789,2015,Sur,Residencial,100000000.0,13640917.96,16123996.71,70235085.32999998,24,31,10,Bajo,No Cumplido,3,9
PROJ01790,2021,Norte,Educación,74790579.78,10739404.7,12385769.4,51665405.68,45,34,10,Bajo,Cumplido,1,7
PROJ01791,2018,Oeste,Infraestructura,29557423.15,4357583.62,4078208.89,21121630.639999997,22,25,4,Medio,Cumplido,3,6
PROJ01792,2022,Sur,Residencial,92771654.06,5061967.47,17165858.79,70543827.80000001,24,33,8,Medio,No Cumplido,6,6
PROJ01793,2017,Norte,Comercial,100000000.0,14025437.83,15914873.13,70059689.04,18,29,1,Alto,Cumplido,5,12
PROJ01794,2021,Centro,Residencial,14661276.91,1526942.57,2822566.82,10311767.52,18,37,8,Bajo,Cumplido,3,2
PROJ01795,2018,Oeste,Comercial,45525145.92,5969145.83,8857064.73,30698935.360000003,42,16,10,Alto,Cumplido,3,2
PROJ01796,2020,Este,Educación,35171825.52,3258545.65,5982557.02,25930722.850000005,54,9,5,Medio,No Cumplido,5,15
PROJ01797,2023,Oeste,Residencial,100000000.0,6128474.6,17201058.74,76670466.66000001,17,16,3,Alto,Cumplido,5,15
PROJ01798,2020,Sur,Residencial,14166112.77,1433732.82,2036227.91,10696152.04,48,32,7,Alto,Cumplido,5,8
PROJ01799,2015,Sur,Industrial,52448988.86,5372664.34,6509721.75,40566602.769999996,41,45,9,Medio,Cumplido,2,7
PROJ01800,2021,Norte,Educación,34285283.63,3208086.66,5741040.63,25336156.340000004,38,18,2,Bajo,No Cumplido,4,15
PROJ01801,2016,Sur,Residencial,21397331.68,1329483.38,2994372.1,17073476.2,41,5,6,Alto,No Cumplido,2,3
PROJ01802,2019,Oeste,Industrial,54110360.46,2898861.8,9055386.63,42156112.03,30,41,5,Alto,Cumplido,3,11
PROJ01803,2022,Norte,Infraestructura,100000000.0,5365400.55,14403938.09,80230661.36,19,41,10,Medio,Cumplido,3,4
PROJ01804,2020,Centro,Comercial,1793922.66,109885.24,229362.5,1454674.92,32,16,7,Medio,Cumplido,2,4
PROJ01805,2017,Centro,Residencial,52604168.87,2778252.89,8485026.45,41340889.53,36,26,6,Medio,Cumplido,4,4
PROJ01806,2021,Centro,Educación,99565478.19,11828614.12,10867901.36,76868962.71,44,17,3,Bajo,Cumplido,1,2
PROJ01807,2019,Norte,Infraestructura,100000000.0,14372386.1,17392376.63,68235237.27000001,42,34,2,Alto,Cumplido,4,4
PROJ01808,2022,Oeste,Infraestructura,14835905.79,1055205.57,2763841.53,11016858.69,39,29,4,Bajo,Cumplido,1,5
PROJ01809,2018,Norte,Educación,100000000.0,13783796.72,12072373.32,74143829.96000001,36,15,7,Medio,Cumplido,1,13
PROJ01810,2021,Este,Infraestructura,9000505.68,921893.71,1124038.6,6954573.369999999,15,28,5,Alto,Cumplido,1,6
PROJ01811,2022,Norte,Infraestructura,100000000.0,5757004.63,14233707.89,80009287.48,17,7,4,Bajo,Cumplido,5,14
PROJ01812,2015,Sur,Residencial,20422602.66,2804996.11,2786193.05,14831413.5,25,36,7,Alto,Cumplido,4,3
PROJ01813,2021,Centro,Comercial,77330121.28,7517896.77,14798855.65,55013368.86000001,55,43,2,Bajo,Cumplido,2,15
PROJ01814,2019,Norte,Comercial,17270762.46,2520796.72,2333486.52,12416479.22,17,33,6,Medio,Cumplido,4,13
PROJ01815,2017,Este,Residencial,5962042.79,302366.79,1183084.23,4476591.77,29,41,1,Alto,Cumplido,0,3
PROJ01816,2018,Sur,Comercial,35352036.87,2963332.14,5879210.58,26509494.15,36,49,10,Alto,Cumplido,2,13
PROJ01817,2017,Oeste,Educación,30207226.47,2128624.99,4170848.52,23907752.959999997,31,49,3,Bajo,Cumplido,3,12
PROJ01818,2015,Norte,Comercial,25168227.5,1301427.03,2675088.76,21191711.71,60,27,10,Bajo,Cumplido,4,14
PROJ01819,2020,Centro,Salud,71924129.16,6026289.72,9572528.16,56325311.28,37,9,6,Medio,No Cumplido,6,2
PROJ01820,2023,Sur,Salud,11207859.67,1117089.45,1207154.68,8883615.540000001,16,13,6,Bajo,Cumplido,4,11
PROJ01821,2016,Norte,Residencial,18741121.2,1918203.68,2234549.12,14588368.399999999,29,11,10,Bajo,No Cumplido,3,12
PROJ01822,2015,Sur,Educación,100000000.0,12796124.76,11132457.71,76071417.53,45,19,6,Bajo,Cumplido,4,4
PROJ01823,2020,Sur,Comercial,19708092.96,1617832.24,3343579.06,14746681.660000002,36,25,8,Bajo,Cumplido,1,5
PROJ01824,2017,Sur,Infraestructura,16440611.23,902519.03,2229441.8,13308650.400000002,48,7,2,Bajo,Cumplido,5,7
PROJ01825,2016,Este,Residencial,100000000.0,11374701.51,19090499.8,69534798.69,48,24,9,Medio,Cumplido,4,3
PROJ01826,2018,Norte,Infraestructura,100000000.0,14086186.15,13127088.53,72786725.32,49,50,3,Bajo,Cumplido,1,6
PROJ01827,2015,Sur,Residencial,6734463.29,732213.03,913133.25,5089117.01,43,9,3,Bajo,Cumplido,2,3
PROJ01828,2021,Norte,Salud,32644782.08,2405236.35,4111331.04,26128214.689999998,32,11,7,Medio,Cumplido,3,11
PROJ01829,2015,Sur,Residencial,100000000.0,7656456.41,19589774.05,72753769.54,31,45,9,Bajo,Cumplido,3,14
PROJ01830,2022,Centro,Comercial,97995037.89,8416020.72,11226530.94,78352486.23,30,25,5,Alto,Cumplido,4,13
PROJ01831,2018,Norte,Comercial,35068973.37,4807839.65,4219401.56,26041732.16,26,38,2,Bajo,Cumplido,2,11
PROJ01832,2023,Norte,Educación,7707089.83,1023675.49,1224665.98,5458748.359999999,40,30,5,Medio,Cumplido,3,1
PROJ01833,2019,Centro,Residencial,4291101.07,250364.89,821227.56,3219508.62,38,5,1,Bajo,Cumplido,4,6
PROJ01834,2019,Norte,Infraestructura,100000000.0,6445389.28,13608166.6,79946444.12,27,14,5,Bajo,Cumplido,7,11
PROJ01835,2020,Sur,Residencial,20919334.1,2489102.06,3967811.44,14462420.600000003,52,31,6,Alto,No Cumplido,2,13
PROJ01836,2016,Este,Residencial,3889166.27,456143.34,754164.76,2678858.17,13,26,10,Bajo,Cumplido,3,5
PROJ01837,2021,Norte,Residencial,2063110.91,284712.27,366227.2,1412171.44,25,18,4,Bajo,Cumplido,3,2
PROJ01838,2023,Centro,Industrial,16057267.45,1543647.53,2471772.27,12041847.65,42,21,4,Bajo,Cumplido,1,10
PROJ01839,2021,Este,Infraestructura,1714472.95,182731.56,310777.39,1220964.0,29,30,4,Bajo,Cumplido,2,11
PROJ01840,2016,Norte,Comercial,53042817.44,7288477.66,10156285.71,35598054.07,49,15,1,Bajo,Cumplido,6,14
PROJ01841,2019,Sur,Residencial,100000000.0,7845242.44,19659139.76,72495617.8,50,10,10,Medio,Cumplido,2,13
PROJ01842,2019,Oeste,Residencial,100000000.0,12443384.37,11472154.27,76084461.36,42,15,9,Bajo,Cumplido,3,6
PROJ01843,2023,Oeste,Infraestructura,80286557.35,5967821.1,13541745.13,60776991.12,54,33,9,Alto,No Cumplido,3,7
PROJ01844,2021,Este,Infraestructura,39346402.6,2250185.96,4923597.25,32172619.39,48,23,6,Bajo,Cumplido,3,3
PROJ01845,2017,Centro,Industrial,100000000.0,9503939.91,15720029.86,74776030.23,22,48,1,Bajo,Cumplido,5,1
PROJ01846,2018,Norte,Residencial,100000000.0,5185933.63,10896789.09,83917277.28,52,26,5,Alto,Cumplido,3,14
PROJ01847,2023,Oeste,Residencial,100000000.0,12356737.47,11272465.56,76370796.97,29,41,4,Bajo,Cumplido,1,8
